# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2704148	2705155	+	KEBBGD_02560	pspF	phage shock protein operon transcriptional activator	SO:0001217, UniRef:UniRef50_P37344, UniRef:UniRef90_A0A240C211
contig_1	ncRNA	2705162	2705228	-	KEBBGD_02561	ryhB	RyhB RNA	RFAM:RF00057, SO:0000655
contig_1	cds	2705351	2706538	-	KEBBGD_02562	zigA	zinc metallochaperone GTPase ZigA	SO:0001217, UniRef:UniRef50_A0A351FXB5, UniRef:UniRef90_UPI000360C24D
contig_1	cds	2706551	2707111	-	KEBBGD_02563	paaY	Carbonic anhydrase	COG:COG0663, COG:R, RefSeq:WP_037415730.1, SO:0001217, UniParc:UPI0004E6F926, UniRef:UniRef100_UPI0004E6F926, UniRef:UniRef50_A0A1Q9QXP5, UniRef:UniRef90_K4N028
contig_1	cds	2707101	2708030	-	KEBBGD_02564	folE2	GTP cyclohydrolase FolE2	EC:3.5.4.16, GO:0003933, KEGG:K09007, RefSeq:WP_061806368.1, SO:0001217, UniParc:UPI00076F37A6, UniRef:UniRef100_UPI00076F37A6, UniRef:UniRef50_Q6U5S4, UniRef:UniRef90_A0A515CUP1
contig_1	cds	2708236	2709885	+	KEBBGD_02565	sapA	ABC transporter substrate-binding protein SapA	COG:COG0747, COG:E, GO:0043190, GO:0055085, KEGG:K19226, RefSeq:WP_130380925.1, SO:0001217, UniParc:UPI00076F3535, UniRef:UniRef100_A0A7G2JNH1, UniRef:UniRef50_P36634, UniRef:UniRef90_A0A379ZHG0
contig_1	cds	2709882	2710847	+	KEBBGD_02566	sapB	putrescine export ABC transporter permease SapB	COG:COG4168, COG:V, EC:7.6.2.-, GO:0016020, GO:0055085, KEGG:K19227, RefSeq:WP_037415737.1, SO:0001217, UniParc:UPI0004E7AA0A, UniRef:UniRef100_A0A7G2JMK3, UniRef:UniRef50_P0AGH3, UniRef:UniRef90_A0A0F7HGL7
contig_1	cds	2710834	2711724	+	KEBBGD_02567	sapC	putrescine export ABC transporter permease SapC	COG:COG4171, COG:V, GO:0016020, GO:0055085, RefSeq:WP_037415741.1, SO:0001217, UniParc:UPI0004E6ECBE, UniRef:UniRef100_A0A7G2JMK5, UniRef:UniRef50_P0AGH5, UniRef:UniRef90_A0A240C4X9
contig_1	cds	2711724	2712716	+	KEBBGD_02568	sapD	putrescine export ABC transporter ATP-binding protein SapD	COG:COG4170, COG:V, RefSeq:WP_012145360.1, SO:0001217, UniParc:UPI0000E7E722, UniRef:UniRef100_A0A4Q4LKL4, UniRef:UniRef50_A0A0F7D2Y9, UniRef:UniRef90_A0A0F7D2Y9
contig_1	cds	2712718	2713530	+	KEBBGD_02569	sapF	putrescine export ABC transporter ATP-binding protein SapF	COG:COG4167, COG:V, RefSeq:WP_037415744.1, SO:0001217, UniParc:UPI0004E7795B, UniRef:UniRef100_A0A7G2JQ07, UniRef:UniRef50_P0AAH8, UniRef:UniRef90_A0A0F7HEV8
contig_1	cds	2714390	2714482	-	KEBBGD_02570		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2X2GXM3, UniRef:UniRef90_A0A2X2GXM3
contig_1	cds	2714667	2715857	+	KEBBGD_02571		Uncharacterized peroxidase-related enzyme	SO:0001217, UniRef:UniRef50_L0MGF0, UniRef:UniRef90_A8GF45
contig_1	cds	2715858	2716754	-	KEBBGD_02572		Morphology and auto-aggregation control protein	RefSeq:WP_130380929.1, SO:0001217, UniParc:UPI00076F3BD5, UniRef:UniRef100_A0A7G2JML3, UniRef:UniRef50_A0A240C2M9, UniRef:UniRef90_A0A380AUQ1
contig_1	cds	2716835	2718004	-	KEBBGD_02573	dacD	serine-type D-Ala-D-Ala carboxypeptidase DacD	EC:3.4.16.4, GO:0006508, GO:0009002, KEGG:K07258, RefSeq:WP_061806372.1, SO:0001217, UniParc:UPI00076F3871, UniRef:UniRef100_UPI00076F3871, UniRef:UniRef50_P33013, UniRef:UniRef90_A0A240C3I2
contig_1	cds	2718286	2720592	+	KEBBGD_02574		FdhF/YdeP family oxidoreductase	SO:0001217, UniRef:UniRef50_A0A0U1HWN1, UniRef:UniRef90_UPI0004562F38
contig_1	cds	2720608	2721462	-	KEBBGD_02575	lysR	LysR family transcriptional regulator	RefSeq:WP_261444228.1, SO:0001217, UniParc:UPI00217CB8F1, UniRef:UniRef100_UPI00217CB8F1, UniRef:UniRef50_A0A240C4Z9, UniRef:UniRef90_A0A5Q2VJG1
contig_1	cds	2721562	2722089	+	KEBBGD_02576	gloA	lactoylglutathione lyase	COG:COG0346, COG:Q, EC:4.4.1.5, GO:0004462, GO:0046872, GO:0051596, RefSeq:WP_261444227.1, SO:0001217, UniParc:UPI002179D43F, UniRef:UniRef100_UPI002179D43F, UniRef:UniRef50_P16635, UniRef:UniRef90_A0A2V4FZ63
contig_1	cds	2722275	2724209	+	KEBBGD_02577	rnb	exoribonuclease II	COG:COG4776, COG:K, EC:3.1.13.1, GO:0003723, GO:0005829, GO:0006401, GO:0006402, GO:0008859, RefSeq:WP_061806375.1, SO:0001217, UniParc:UPI00076F3A9E, UniRef:UniRef100_A0A7G2JML5, UniRef:UniRef50_D0Z8E6, UniRef:UniRef90_A8GF49
contig_1	cds	2724503	2726560	+	KEBBGD_02578	cstA	Carbon starvation protein A	COG:CE, COG:COG1966, KEGG:K06200, RefSeq:WP_037415765.1, SO:0001217, UniParc:UPI0004E6A5F2, UniRef:UniRef100_UPI0004E6A5F2, UniRef:UniRef50_N8ZQG4, UniRef:UniRef90_Q0WET2
contig_1	cds	2726620	2727285	-	KEBBGD_02579	fsa	fructose-6-phosphate aldolase	COG:COG0176, COG:G, EC:4.1.2.-, GO:0005975, GO:0016832, KEGG:K08314, RefSeq:WP_037415767.1, SO:0001217, UniParc:UPI0004E603E1, UniRef:UniRef100_UPI0004E603E1, UniRef:UniRef50_P78055, UniRef:UniRef90_A0A0F7HEW1
contig_1	cds	2727432	2728331	+	KEBBGD_02580		Glycyl-radical enzyme activating protein	SO:0001217, UniRef:UniRef50_P75794, UniRef:UniRef90_A0A9C7V7J5
contig_1	cds	2728336	2730768	+	KEBBGD_02581	pflD	4-hydroxyphenylacetate decarboxylase large subunit	COG:C, COG:COG1882, RefSeq:WP_037415773.1, SO:0001217, UniParc:UPI0004E6A90D, UniRef:UniRef100_UPI0004E6A90D, UniRef:UniRef50_P75793, UniRef:UniRef90_A0A240C364
contig_1	cds	2730817	2731563	+	KEBBGD_02582	yciT	DNA-binding transcriptional regulator YciT	GO:0003700, GO:0006355, RefSeq:WP_037416012.1, SO:0001217, UniParc:UPI0004E6C205, UniRef:UniRef100_A0A7G2JRC8, UniRef:UniRef50_A0A331DV84, UniRef:UniRef90_A0A2X2GXN6
contig_1	cds	2731611	2732306	-	KEBBGD_02583	araD	L-ribulose-5-phosphate 4-epimerase	EC:5.1.3.4, GO:0008270, GO:0008742, GO:0019568, SO:0001217, UniRef:UniRef50_P08203, UniRef:UniRef90_S4YJ32
contig_1	cds	2732670	2732888	+	KEBBGD_02584	osmB	osmotically-inducible lipoprotein OsmB	RefSeq:WP_004945176.1, SO:0001217, UniParc:UPI0000E7E7BD, UniRef:UniRef100_A0A240C2G8, UniRef:UniRef50_P0ADA7, UniRef:UniRef90_A0A250B8E9
contig_1	cds	2733079	2733405	-	KEBBGD_02585	yciH	stress response translation initiation inhibitor YciH	COG:COG0023, COG:J, RefSeq:WP_130380941.1, SO:0001217, UniParc:UPI00076F3B5D, UniRef:UniRef100_A0A7G2JML9, UniRef:UniRef50_P0A2G7, UniRef:UniRef90_A0A240C2S0
contig_1	cds	2733416	2734144	-	KEBBGD_02586	pyrF	orotidine-5'-phosphate decarboxylase	COG:COG0284, COG:F, EC:4.1.1.23, GO:0004590, GO:0006207, GO:0044205, RefSeq:WP_037415784.1, SO:0001217, UniParc:UPI0004E6BDBD, UniRef:UniRef100_A0A9C7QUK6, UniRef:UniRef50_P08244, UniRef:UniRef90_A0A240C4I7
contig_1	cds	2734472	2734732	+	KEBBGD_02587	bhsA	multiple stress resistance protein BhsA	GO:0006950, GO:0046688, SO:0001217, UniRef:UniRef50_A0A7U4DWW4, UniRef:UniRef90_A0A7W4F669
contig_1	cds	2734903	2735199	+	KEBBGD_02588		Arc-like DNA binding domain-containing protein	RefSeq:WP_261444221.1, SO:0001217, UniParc:UPI0021775B58, UniRef:UniRef100_UPI0021775B58, UniRef:UniRef50_A0A7U3Z2H6, UniRef:UniRef90_A0A7U3Z2H6
contig_1	cds	2735255	2736424	-	KEBBGD_02589	lapB	lipopolysaccharide assembly protein LapB	COG:COG2956, COG:M, GO:0005515, GO:0008653, RefSeq:WP_037415793.1, SO:0001217, UniParc:UPI0004E73789, UniRef:UniRef100_A0A7G2JNS9, UniRef:UniRef50_P0AB58, UniRef:UniRef90_L0MIU5
contig_1	cds	2736431	2736733	-	KEBBGD_02590	lapA	Lipopolysaccharide assembly protein A	COG:COG3771, COG:M, RefSeq:WP_037415796.1, SO:0001217, UniParc:UPI0004E6BDC3, UniRef:UniRef100_A0A7G2JNV9, UniRef:UniRef50_A0A1Z1SWU1, UniRef:UniRef90_A0A240C2M6
contig_1	cds	2737205	2737969	-	KEBBGD_02591	pgpB	phosphatidylglycerophosphatase B	EC:3.1.3.27, EC:3.1.3.4, EC:3.6.1.27, EC:3.6.1.75, GO:0004609, GO:0008654, KEGG:K01096, RefSeq:WP_037415800.1, SO:0001217, UniParc:UPI0004E783C6, UniRef:UniRef100_UPI0004E783C6, UniRef:UniRef50_A0AAP6VHU4, UniRef:UniRef90_A0A5Q2VI01
contig_1	cds	2738216	2738842	+	KEBBGD_02592	ribA	GTP cyclohydrolase-2	COG:COG0807, COG:H, EC:3.5.4.25, GO:0003935, GO:0005525, GO:0005829, GO:0008270, GO:0009231, SO:0001217, UniRef:UniRef50_P0A7I7, UniRef:UniRef90_Q6D5U5
contig_1	cds	2738888	2741560	-	KEBBGD_02593	acnA	aconitate hydratase AcnA	COG:C, COG:COG1048, EC:4.2.1.3, GO:0003994, GO:0006099, RefSeq:WP_261162811.1, SO:0001217, UniParc:UPI0021790146, UniRef:UniRef100_UPI0021790146, UniRef:UniRef50_Q8ZP52, UniRef:UniRef90_A0A240C2W4
contig_1	cds	2742002	2742613	+	KEBBGD_02594		DUF2867 domain-containing protein	SO:0001217, UniRef:UniRef50_A8GF66, UniRef:UniRef90_A0A9C7V7J2
contig_1	cds	2742768	2743742	-	KEBBGD_02595	cysB	HTH-type transcriptional regulator CysB	COG:COG0583, COG:K, GO:0000976, GO:0003700, GO:0005737, GO:0006355, GO:0019344, RefSeq:WP_037415807.1, SO:0001217, UniParc:UPI0004E7384A, UniRef:UniRef100_A0A9C7V7Q2, UniRef:UniRef50_P0A9F3, UniRef:UniRef90_P0A9F3
contig_1	cds	2744104	2746707	-	KEBBGD_02596	topA	type I DNA topoisomerase	BlastRules:WP_000513593, COG:COG0551, COG:L, EC:5.6.2.1, GO:0003677, GO:0003917, GO:0005737, GO:0006260, GO:0006265, KEGG:K03168, RefSeq:WP_037415810.1, SO:0001217, UniParc:UPI0004E6D67F, UniRef:UniRef100_A0A9C7V6F3, UniRef:UniRef50_P06612, UniRef:UniRef90_A1JPS1
contig_1	cds	2747134	2747385	+	KEBBGD_02597		DUF2498 domain-containing protein	RefSeq:WP_037415813.1, SO:0001217, UniParc:UPI0004E62EDF, UniRef:UniRef100_A0A7G2JN73, UniRef:UniRef50_B7LS08, UniRef:UniRef90_A0A7G2JN73
contig_1	cds	2747434	2748480	-	KEBBGD_02598	sohB	protease SohB	COG:COG0616, COG:O, EC:3.4.21.-, GO:0006508, GO:0008233, KEGG:K04774, RefSeq:WP_037415816.1, SO:0001217, UniParc:UPI0004E73629, UniRef:UniRef100_A0A9C7V836, UniRef:UniRef50_P0AG14, UniRef:UniRef90_A0A240C4M9
contig_1	cds	2748841	2749602	+	KEBBGD_02599	yciK	YciK family oxidoreductase	GO:0016491, SO:0001217, UniRef:UniRef50_P31808, UniRef:UniRef90_A0A0F7D2Z6
contig_1	cds	2749615	2750205	+	KEBBGD_02600	cobO	cob(I)yrinic acid a,c-diamide adenosyltransferase	COG:COG2109, COG:H, EC:2.5.1.17, GO:0008817, GO:0009236, KEGG:K19221, SO:0001217, UniRef:UniRef50_K6XLL2, UniRef:UniRef90_A0A0F7HGN7
contig_1	cds	2750245	2751141	-	KEBBGD_02601	rluB	23S rRNA pseudouridine(2605) synthase RluB	COG:COG1187, COG:J, EC:5.4.99.22, GO:0001522, GO:0003723, GO:0009982, KEGG:K06178, RefSeq:WP_037415825.1, SO:0001217, UniParc:UPI0004E65410, UniRef:UniRef100_A0A7G2JMN6, UniRef:UniRef50_E0SBW9, UniRef:UniRef90_A0A1W5DKD7
contig_1	cds	2751582	2751941	-	KEBBGD_02602		Rap1a immunity protein domain-containing protein	RefSeq:WP_037415828.1, SO:0001217, UniParc:UPI0004E6C4F2, UniRef:UniRef100_A0A9C7QUA5, UniRef:UniRef50_A0AA44YMG0, UniRef:UniRef90_A0A7W4I0G8
contig_1	cds	2752057	2752677	-	KEBBGD_02603	tsaC	L-threonylcarbamoyladenylate synthase	COG:COG0009, COG:J, EC:2.7.7.87, GO:0003725, GO:0006400, GO:0061710, RefSeq:WP_061806390.1, SO:0001217, UniParc:UPI00076F38BF, UniRef:UniRef100_A0A7G2JP53, UniRef:UniRef50_A0A3N6GTV9, UniRef:UniRef90_A1JPU7
contig_1	cds	2752725	2753612	-	KEBBGD_02604	rnm	RNase RNM	EC:3.1.3.97, GO:0004534, GO:0006364, GO:0035312, GO:0097657, KEGG:K07053, RefSeq:WP_186426988.1, SO:0001217, UniParc:UPI00076F3C34, UniRef:UniRef100_UPI00076F3C34, UniRef:UniRef50_P77766, UniRef:UniRef90_D4E5U9
contig_1	ncRNA-region	2753856	2753959	+			Tryptophan operon leader	RFAM:RF00513, SO:0000140
contig_1	cds	2753985	2755547	+	KEBBGD_02605	trpE	anthranilate synthase component 1	COG:COG0147, COG:EH, EC:4.1.3.27, GO:0004049, GO:0009058, KEGG:K01657, RefSeq:WP_061806392.1, SO:0001217, UniParc:UPI00077C64C7, UniRef:UniRef100_UPI00077C64C7, UniRef:UniRef50_Q9ZER9, UniRef:UniRef90_D4E5U7
contig_1	cds	2755547	2756128	+	KEBBGD_02606	trpG	Anthranilate synthase component 2	EC:4.1.3.27, GO:0000162, GO:0002047, GO:0004048, GO:0004049, GO:0005829, SO:0001217, UniParc:UPI0004E7AB8B, UniRef:UniRef100_A0A9C7QUA4, UniRef:UniRef50_P00900, UniRef:UniRef90_P00900
contig_1	cds	2756143	2757141	+	KEBBGD_02607	trpD	Anthranilate phosphoribosyltransferase	COG:COG0547, COG:E, EC:2.4.2.18, GO:0000162, GO:0000287, GO:0004048, GO:0005829, KEGG:K00766, SO:0001217, UniParc:UPI0004E75303, UniRef:UniRef100_A0A7G2JN81, UniRef:UniRef50_Q7MM54, UniRef:UniRef90_A8GF80
contig_1	cds	2757145	2758506	+	KEBBGD_02608	trpF	bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF	COG:COG0135, COG:E, EC:4.1.1.48, EC:5.3.1.24, GO:0004425, GO:0004640, GO:0006568, KEGG:K13498, SO:0001217, UniRef:UniRef50_P00909, UniRef:UniRef90_A0A5Q2VD83
contig_1	cds	2758538	2759728	+	KEBBGD_02609	trpB	tryptophan synthase subunit beta	COG:COG0133, COG:E, EC:4.2.1.20, GO:0000162, GO:0004834, GO:0005737, GO:0006568, SO:0001217, UniParc:UPI0004E7ADF4, UniRef:UniRef100_A0AA93BZA3, UniRef:UniRef50_P0A879, UniRef:UniRef90_P0A879
contig_1	cds	2759728	2760534	+	KEBBGD_02610	trpA	tryptophan synthase subunit alpha	COG:COG0159, COG:E, EC:4.2.1.20, GO:0000162, GO:0004834, GO:0005829, GO:0006568, KEGG:K01695, SO:0001217, UniRef:UniRef50_P0A877, UniRef:UniRef90_A8GF83
contig_1	cds	2760754	2761068	+	KEBBGD_02611	osmY	BON domain-containing protein	COG:COG2823, COG:M, KEGG:K04065, RefSeq:WP_037415857.1, SO:0001217, UniParc:UPI0004E66651, UniRef:UniRef100_A0A7G2JMP4, UniRef:UniRef50_A0A0U5L0I1, UniRef:UniRef90_A0A1Q4NUA3
contig_1	cds	2761116	2761760	-	KEBBGD_02612	ompW	outer membrane protein OmpW	GO:0019867, KEGG:K07275, RefSeq:WP_115185164.1, SO:0001217, UniParc:UPI0004E7B83E, UniRef:UniRef100_UPI0004E7B83E, UniRef:UniRef50_A0A099KDZ2, UniRef:UniRef90_D4E5U0
contig_1	cds	2762044	2762484	+	KEBBGD_02613		Flagellin N-methylase	SO:0001217, UniRef:UniRef50_A1JPZ8, UniRef:UniRef90_A0A2X4V401
contig_1	cds	2762650	2763402	+	KEBBGD_02614	yciC	YciC family protein	RefSeq:WP_037415868.1, SO:0001217, UniParc:UPI0004E780D3, UniRef:UniRef100_UPI0004E780D3, UniRef:UniRef50_Q8ZEH4, UniRef:UniRef90_A0A240C2V7
contig_1	cds	2763450	2765153	-	KEBBGD_02615	sUL1	Sulfate permease	COG:COG0659, COG:P, RefSeq:WP_061806398.1, SO:0001217, UniParc:UPI00077CC023, UniRef:UniRef100_UPI00077CC023, UniRef:UniRef50_D4F4N0, UniRef:UniRef90_W0L3I4
contig_1	cds	2765388	2765927	+	KEBBGD_02616	yciB	septation protein A	COG:COG2917, COG:D, GO:0005886, KEGG:K06190, RefSeq:WP_037415874.1, SO:0001217, UniParc:UPI0004E6DAEE, UniRef:UniRef100_A0A7G2JMQ1, UniRef:UniRef50_P0A710, UniRef:UniRef90_A8GF88
contig_1	cds	2766003	2766431	+	KEBBGD_02617	yciA	acyl-CoA thioester hydrolase YciA	COG:COG1607, COG:I, EC:3.1.2.20, GO:0016790, RefSeq:WP_012145405.1, SO:0001217, UniParc:UPI0000E7CBB8, UniRef:UniRef100_A0A1W5DKN7, UniRef:UniRef50_A0A4S3LV15, UniRef:UniRef90_A0A0F7D2Z9
contig_1	cds	2766491	2767237	-	KEBBGD_02618	tonB	TonB system transport protein TonB	GO:0015031, GO:0015891, GO:0030288, GO:0031992, GO:0043213, GO:0055085, GO:0098797, KEGG:K03832, RefSeq:WP_130380964.1, SO:0001217, UniParc:UPI00076F3AF7, UniRef:UniRef100_A0A7G2JQ56, UniRef:UniRef50_P26185, UniRef:UniRef90_P26185
contig_1	cds	2767474	2768241	-	KEBBGD_02619	queH	Epoxyqueuosine reductase QueH	COG:COG1636, COG:J, EC:1.17.99.6, KEGG:K09765, SO:0001217, UniRef:UniRef50_A0A7U7IZS9, UniRef:UniRef90_A0A240C326
contig_1	cds	2768309	2768605	+	KEBBGD_02620	yciI	YciI family protein	RefSeq:WP_037425743.1, SO:0001217, UniParc:UPI0004E605CA, UniRef:UniRef100_A0A7G2JNY6, UniRef:UniRef50_A0A090V4Z1, UniRef:UniRef90_A0A7G2JNY6
contig_1	cds	2768886	2769149	+	KEBBGD_02621		DUF1471 domain-containing protein	RefSeq:WP_061806401.1, SO:0001217, UniParc:UPI00076F3744, UniRef:UniRef100_A0A7G2JMQ2, UniRef:UniRef50_A0A097R6F1, UniRef:UniRef90_A0A0A5LTB6
contig_1	cds	2769222	2769770	-	KEBBGD_02622	tetR	TetR family transcriptional regulator	RefSeq:WP_037425737.1, SO:0001217, UniParc:UPI0004E6673E, UniRef:UniRef100_UPI0004E6673E, UniRef:UniRef50_E5YDN1, UniRef:UniRef90_S4YPG5
contig_1	cds	2769895	2771367	+	KEBBGD_02623	smvA	Methyl viologen resistance protein SmvA	KEGG:K08167, SO:0001217, UniRef:UniRef50_Q6CYP9, UniRef:UniRef90_A0A380ATE4
contig_1	cds	2771564	2772055	+	KEBBGD_02624	dps	DNA starvation/stationary phase protection protein Dps	COG:B, COG:COG0783, KEGG:K04047, RefSeq:WP_037425733.1, SO:0001217, UniParc:UPI0004E6D18F, UniRef:UniRef100_A0A7G2JNM0, UniRef:UniRef50_P45173, UniRef:UniRef90_A0A240C368
contig_1	cds	2772532	2773992	+	KEBBGD_02625	clsA	cardiolipin synthase ClsA	BlastRules:WP_000206886, COG:COG1502, COG:I, EC:2.7.8.-, GO:0005886, GO:0008808, GO:0016780, GO:0032049, KEGG:K06131, RefSeq:WP_037425732.1, SO:0001217, UniParc:UPI0004E76BB2, UniRef:UniRef100_A0A7G2JMP8, UniRef:UniRef50_P0A6H8, UniRef:UniRef90_A8GFA0
contig_1	cds	2774140	2774463	+	KEBBGD_02626	yciU	HI1450 family dsDNA-mimic protein	COG:COG3099, COG:S, RefSeq:WP_004945300.1, SO:0001217, UniParc:UPI0000E7CBAB, UniRef:UniRef100_A8GFA1, UniRef:UniRef50_Q83LD1, UniRef:UniRef90_Q8ZEI3
contig_1	cds	2774527	2775528	-	KEBBGD_02627	oppF	murein tripeptide/oligopeptide ABC transporter ATP binding protein OppF	COG:COG0444, COG:EP, EC:7.4.2.-, GO:0005524, GO:0015833, RefSeq:WP_037425729.1, SO:0001217, UniParc:UPI0004E62757, UniRef:UniRef100_A0A7G2JN98, UniRef:UniRef50_A0A3S5BWA1, UniRef:UniRef90_A0A380AVH8
contig_1	cds	2775525	2776541	-	KEBBGD_02628	gsiA	Glutathione import ATP-binding protein GsiA	RefSeq:WP_037425726.1, SO:0001217, UniParc:UPI0004E792BD, UniRef:UniRef100_A0A7G2JQ66, UniRef:UniRef50_A0A6B1ELF6, UniRef:UniRef90_A0A3S4HAY6
contig_1	cds	2776553	2777461	-	KEBBGD_02629	oppC	oligopeptide ABC transporter permease OppC	COG:COG1173, COG:EP, EC:7.4.2.-, GO:0005886, GO:0015031, GO:0015833, GO:0055085, RefSeq:WP_037425723.1, SO:0001217, UniParc:UPI0004E63B4D, UniRef:UniRef100_A0A7G2JNW1, UniRef:UniRef50_P08006, UniRef:UniRef90_P08006
contig_1	cds	2777476	2778396	-	KEBBGD_02630	oppB	oligopeptide ABC transporter permease OppB	COG:COG0601, COG:EP, EC:7.4.2.-, GO:0005886, GO:0015031, GO:0015833, GO:0016020, GO:0055085, RefSeq:WP_037425720.1, SO:0001217, UniParc:UPI0004E6DE21, UniRef:UniRef100_A0A7G2JNY9, UniRef:UniRef50_P0AFH2, UniRef:UniRef90_P0AFH2
contig_1	cds	2778480	2780117	-	KEBBGD_02631	oppA	oligopeptide ABC transporter substrate-binding protein OppA	COG:COG4166, COG:E, EC:7.4.2.-, GO:0043190, GO:0055085, KEGG:K15580, RefSeq:WP_037425717.1, SO:0001217, UniParc:UPI0004E6EB94, UniRef:UniRef100_A0A7G2JMR2, UniRef:UniRef50_P23843, UniRef:UniRef90_A0A379ZCB9
contig_1	cds	2780268	2781905	-	KEBBGD_02632		Periplasmic oligopeptide-binding protein	KEGG:K15580, SO:0001217, UniRef:UniRef50_A0A1X3D7B2, UniRef:UniRef90_A0A2X4USX4
contig_1	cds	2782596	2783240	-	KEBBGD_02633	marC	YchE family NAAT transporter	COG:COG2095, COG:E, GO:0016020, RefSeq:WP_037425714.1, SO:0001217, UniParc:UPI0004E79522, UniRef:UniRef100_A0A7G2JP75, UniRef:UniRef50_Q65TC3, UniRef:UniRef90_A0A0T9P2H1
contig_1	cds	2783766	2786438	+	KEBBGD_02634	adhE	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	COG:C, COG:COG1454, EC:1.1.1.1, EC:1.2.1.10, GO:0004022, GO:0006066, GO:0015976, GO:0016620, GO:0046872, KEGG:K04072, RefSeq:WP_261452830.1, SO:0001217, UniParc:UPI000EDB2C0F, UniRef:UniRef100_A0A9C7QU86, UniRef:UniRef50_P0A9Q7, UniRef:UniRef90_A0A564LW91
contig_1	cds	2786565	2787149	-	KEBBGD_02635	tdk	thymidine kinase	COG:COG1435, COG:F, EC:2.7.1.21, GO:0004797, GO:0005524, KEGG:K00857, RefSeq:WP_261444212.1, SO:0001217, UniParc:UPI000EBA0628, UniRef:UniRef100_A0A9C7QTU1, UniRef:UniRef50_P23331, UniRef:UniRef90_D4E5R6
contig_1	cds	2787849	2788256	+	KEBBGD_02636	hns	histone-like nucleoid-structuring protein H-NS	COG:B, COG:COG2916, GO:0000976, GO:0001217, GO:0003677, GO:0003680, GO:0003681, GO:0005829, GO:0009295, GO:0030527, GO:0032993, GO:0046983, GO:0071824, RefSeq:WP_006321188.1, SO:0001217, UniParc:UPI0000E762D6, UniRef:UniRef100_A0A1W5DKK7, UniRef:UniRef50_P18955, UniRef:UniRef90_P18955
contig_1	cds	2788463	2789473	-	KEBBGD_02637	wcaG	dTDP-glucose 4,6-dehydratase 2	COG:COG0451, COG:M, RefSeq:WP_261444211.1, SO:0001217, UniParc:UPI000EC99F94, UniRef:UniRef100_A0A9C7V7H7, UniRef:UniRef50_Q04871, UniRef:UniRef90_A0A126VJ93
contig_1	cds	2789483	2790826	-	KEBBGD_02638		UDP-glucose/GDP-mannose dehydrogenase family protein	EC:1.1.1.22, KEGG:K00012, RefSeq:WP_265553562.1, SO:0001217, UniParc:UPI002240DAF9, UniRef:UniRef100_UPI002240DAF9, UniRef:UniRef50_A0A239FI58, UniRef:UniRef90_UPI002240DAF9
contig_1	cds	2790870	2791787	-	KEBBGD_02639	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	COG:COG1210, COG:M, EC:2.7.7.9, KEGG:K00963, RefSeq:WP_037425697.1, SO:0001217, UniParc:UPI0004E6484C, UniRef:UniRef100_UPI0004E6484C, UniRef:UniRef50_P0AEP3, UniRef:UniRef90_A0A2X4V0F5
contig_1	cds	2791987	2793075	-	KEBBGD_02640	rssB	two-component system response regulator RssB	GO:0000160, SO:0001217, UniRef:UniRef50_A0A376DGR6, UniRef:UniRef90_A0A2X4US28
contig_1	cds	2793106	2794011	-	KEBBGD_02641	rssA	patatin-like phospholipase RssA	GO:0004622, GO:0006629, RefSeq:WP_261444326.1, SO:0001217, UniParc:UPI00217ACF90, UniRef:UniRef100_A0A9C7V821, UniRef:UniRef50_P0AFR0, UniRef:UniRef90_S4YH71
contig_1	cds	2794153	2794617	+	KEBBGD_02642	ychJ	YchJ family protein	RefSeq:WP_061806408.1, SO:0001217, UniParc:UPI00077C45EC, UniRef:UniRef100_UPI00077C45EC, UniRef:UniRef50_P37052, UniRef:UniRef90_A0A9C7QWI6
contig_1	cds	2794743	2795591	+	KEBBGD_02643	purU	formyltetrahydrofolate deformylase	EC:3.5.1.10, GO:0006189, GO:0008864, RefSeq:WP_037425687.1, SO:0001217, UniParc:UPI0004E6AC31, UniRef:UniRef100_A0A7G2JP86, UniRef:UniRef50_A0A126VJV7, UniRef:UniRef90_A0A085U7A6
contig_1	tRNA	2795750	2795834	+	KEBBGD_02644	trnY	tRNA-Tyr(gta)	SO:0000272
contig_1	ncRNA-region	2795876	2796002	+			RtT RNA	RFAM:RF00391, SO:0005836
contig_1	tRNA	2796099	2796183	+	KEBBGD_02645	trnY	tRNA-Tyr(gta)	SO:0000272
contig_1	ncRNA-region	2796230	2796356	+			RtT RNA	RFAM:RF00391, SO:0005836
contig_1	ncRNA-region	2796403	2796529	+			RtT RNA	RFAM:RF00391, SO:0005836
contig_1	ncRNA-region	2796576	2796702	+			RtT RNA	RFAM:RF00391, SO:0005836
contig_1	cds	2796928	2797500	+	KEBBGD_02646	ppnN	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	COG:COG1611, COG:F, EC:3.2.2.-, KEGG:K22522, SO:0001217, UniRef:UniRef50_A0A419HSX7, UniRef:UniRef90_A0A240C2Y7
