# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	2930281	2931579	-	EGDEDF_02790	rfbX	Polysaccharide biosynthesis protein	COG:COG2244, COG:M, RefSeq:WP_048795031.1, SO:0001217, UniParc:UPI0006607A39, UniRef:UniRef100_A0A3E2EJ55, UniRef:UniRef50_W0LI25, UniRef:UniRef90_A0A240C3X5
contig_1	cds	2931584	2933764	-	EGDEDF_02791	gumC	Tyrosine-protein kinase wzc	COG:COG3206, COG:M, SO:0001217, UniRef:UniRef50_A0A085A514, UniRef:UniRef90_A0A349ZI24
contig_1	cds	2933792	2934901	-	EGDEDF_02792	wza	Polysaccharide export protein Wza	COG:COG1596, COG:M, SO:0001217, UniParc:UPI000374B37A, UniRef:UniRef100_A0A5C7CMR4, UniRef:UniRef50_P0A930, UniRef:UniRef90_A0AAP8PJ44
contig_1	cds	2934971	2936020	-	EGDEDF_02793	wecA	UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase	COG:COG0472, COG:M, EC:2.7.8.33, EC:2.7.8.35, GO:0000287, GO:0009103, GO:0009246, GO:0009276, GO:0016020, GO:0016780, GO:0030145, GO:0036380, KEGG:K02851, RefSeq:WP_016927351.1, SO:0001217, UniParc:UPI0002E06EE3, UniRef:UniRef100_UPI0002E06EE3, UniRef:UniRef50_A0A240C458, UniRef:UniRef90_A0A380C504
contig_1	ncRNA-region	2936040	2936077	-			JUMPstart RNA	RFAM:RF01707, SO:0005836
contig_1	cds	2936195	2937157	-	EGDEDF_02794	wcaG	GDP-6-deoxy-D-talose 4-dehydrogenase	COG:COG0451, COG:M, EC:5.1.3.26, KEGG:K19997, SO:0001217, UniRef:UniRef50_D4E518, UniRef:UniRef90_A0A1C3HF66
contig_1	cds	2937337	2938236	-	EGDEDF_02795	cadC1	Helix-turn-helix domain-containing protein	COG:COG3710, COG:K, RefSeq:WP_346403140.1, SO:0001217, UniParc:UPI003204EB8C, UniRef:UniRef100_UPI003204EB8C, UniRef:UniRef50_A0A2V4G3G8, UniRef:UniRef90_A0A2V4G3G8
contig_1	cds	2939008	2940402	-	EGDEDF_02796	narK	Nitrate/nitrite transporter	COG:COG2223, COG:P, KEGG:K02575, SO:0001217, UniRef:UniRef50_P10903, UniRef:UniRef90_A0A240C450
contig_1	cds	2940752	2942536	+	EGDEDF_02797	narX	nitrate/nitrite two-component system sensor histidine kinase NarX	COG:COG3850, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, GO:0016020, GO:0046983, KEGG:K07673, RefSeq:WP_060444650.1, SO:0001217, UniParc:UPI0007454A99, UniRef:UniRef100_UPI0007454A99, UniRef:UniRef50_A0A0T9QY50, UniRef:UniRef90_A0A240C3V5
contig_1	cds	2942547	2943197	+	EGDEDF_02798	narL	two-component system response regulator NarL	COG:COG2197, COG:TK, GO:0000160, GO:0003677, GO:0006355, RefSeq:WP_016927346.1, SO:0001217, UniParc:UPI0002DD654F, UniRef:UniRef100_A0A080V5P8, UniRef:UniRef50_Q9HXD3, UniRef:UniRef90_A0A240C468
contig_1	cds	2943194	2944720	-	EGDEDF_02799		YchO/YchP family invasin	SO:0001217, UniRef:UniRef50_D4E510, UniRef:UniRef90_A0AAT9E432
contig_1	cds	2945135	2945803	+	EGDEDF_02800	gspO	Pectic enzymes secretion protein outO	COG:COG1989, COG:NU, RefSeq:WP_016927344.1, SO:0001217, UniParc:UPI000319AE3D, UniRef:UniRef100_UPI000319AE3D, UniRef:UniRef50_A0A8B4GNS5, UniRef:UniRef90_A0A379Z7Y0
contig_1	cds	2945800	2947410	-	EGDEDF_02801		Pectate lyase superfamily protein domain-containing protein	RefSeq:WP_147882169.1, SO:0001217, UniParc:UPI0011C971AA, UniRef:UniRef100_A0A5C7CM36, UniRef:UniRef50_A0A240C459, UniRef:UniRef90_A0A379Z8K2
contig_1	cds	2947642	2949216	-	EGDEDF_02802	ddpA	Dipeptide-binding protein	COG:COG0747, COG:E, SO:0001217, UniRef:UniRef50_A0A0H3L3C0, UniRef:UniRef90_A0A379Z837
contig_1	cds	2949349	2950020	-	EGDEDF_02803	dppF	Glutathione import ATP-binding protein GsiA	COG:COG1124, COG:EP, SO:0001217, UniRef:UniRef50_A0A3P8L100, UniRef:UniRef90_A0A240C411
contig_1	cds	2950017	2950859	-	EGDEDF_02804	dppD	ABC-type dipeptide transporter	COG:COG0444, COG:EP, RefSeq:WP_016927340.1, SO:0001217, UniParc:UPI0002DA1077, UniRef:UniRef100_A0A0P0QGE5, UniRef:UniRef50_A0A1M7YVF9, UniRef:UniRef90_A0A240C476
contig_1	cds	2950849	2951718	-	EGDEDF_02805	dppC	putative D,D-dipeptide transport system permease protein ddpC	COG:COG1173, COG:EP, RefSeq:WP_033640042.1, SO:0001217, UniParc:UPI0004E3A278, UniRef:UniRef100_A0A349ZDC3, UniRef:UniRef50_A0A0S2V1K1, UniRef:UniRef90_A0A240C3Y8
contig_1	cds	2951715	2952770	-	EGDEDF_02806	dppB	ABC transporter, permease protein	COG:COG0601, COG:EP, RefSeq:WP_004934713.1, SO:0001217, UniParc:UPI0002AF3AB5, UniRef:UniRef100_A0AB36VV24, UniRef:UniRef50_D4GKV7, UniRef:UniRef90_D4E7Z4
contig_1	cds	2952770	2954338	-	EGDEDF_02807	ddpA	4-phytase	COG:COG0747, COG:E, SO:0001217, UniRef:UniRef50_V5Z5R4, UniRef:UniRef90_A8GFX7
contig_1	cds	2954513	2955466	-	EGDEDF_02808	cbl	HTH-type transcriptional regulator Cbl	COG:COG0583, COG:K, GO:0003700, GO:0006355, KEGG:K13635, RefSeq:WP_004934716.1, SO:0001217, UniParc:UPI0002AF3C58, UniRef:UniRef100_A0A0P0QG77, UniRef:UniRef50_Q47083, UniRef:UniRef90_A0A0F6KV97
contig_1	cds	2955767	2956507	-	EGDEDF_02809	chaC2	glutathione-specific gamma-glutamylcyclotransferase	COG:COG3703, COG:P, EC:4.3.2.7, KEGG:K07232, SO:0001217, UniRef:UniRef50_A0A2J0Q621, UniRef:UniRef90_A0A3E2EJ31
contig_1	cds	2956715	2956942	-	EGDEDF_02810	chaB	putative cation transport regulator ChaB	COG:COG4572, COG:P, KEGG:K06197, RefSeq:WP_016927335.1, SO:0001217, UniParc:UPI00037158D4, UniRef:UniRef100_A0A0P0QGI0, UniRef:UniRef50_A0A0P0QGI0, UniRef:UniRef90_A0A0P0QGI0
contig_1	cds	2957073	2957891	+	EGDEDF_02811	viuB	Siderophore-interacting protein	COG:COG2375, COG:P, SO:0001217, UniRef:UniRef50_A1JS78, UniRef:UniRef90_A0A379Z8H6
contig_1	cds	2958186	2959289	+	EGDEDF_02812	chaA	sodium-potassium/proton antiporter ChaA	COG:COG0387, COG:P, RefSeq:WP_004934723.1, SO:0001217, UniParc:UPI0002AF2EBD, UniRef:UniRef100_A0A3E2EJ44, UniRef:UniRef50_P31801, UniRef:UniRef90_A0A240C560
contig_1	cds	2959326	2960228	-	EGDEDF_02813	lpxO	lipid A hydroxylase LpxO	EC:1.14.11.-, GO:0018193, KEGG:K12979, RefSeq:WP_015378219.1, SO:0001217, UniParc:UPI0002AF3D94, UniRef:UniRef100_A0AAP8PZY3, UniRef:UniRef50_N8ZLB9, UniRef:UniRef90_A0A7W4I572
contig_1	cds	2960463	2961251	-	EGDEDF_02814	phoH	phosphate starvation-inducible protein PhoH	COG:COG1702, COG:T, KEGG:K06217, RefSeq:WP_015378226.1, SO:0001217, UniParc:UPI0002AF2142, UniRef:UniRef100_A0A086FK76, UniRef:UniRef50_A0A097R1C9, UniRef:UniRef90_A0A4S3LUR3
contig_1	ncRNA	2960468	2960661	+	EGDEDF_02815	Ysr251	Yersinia sRNA 251	RFAM:RF02855, SO:0000655
contig_1	cds	2961970	2963268	-	EGDEDF_02816	efeB	iron uptake transporter deferrochelatase/peroxidase subunit	COG:COG2837, COG:P, EC:4.98.1.1, GO:0004601, GO:0020037, GO:0033212, RefSeq:WP_048794693.1, SO:0001217, UniParc:UPI00066114BF, UniRef:UniRef100_UPI00066114BF, UniRef:UniRef50_Q8XAS4, UniRef:UniRef90_A0A2V4G1X9
contig_1	cds	2963279	2964415	-	EGDEDF_02817	efeO	iron uptake system protein EfeO	COG:COG2822, COG:P, GO:0006826, KEGG:K07224, RefSeq:WP_016927331.1, SO:0001217, UniParc:UPI0003083112, UniRef:UniRef100_A0A379Z8F3, UniRef:UniRef50_P0AB24, UniRef:UniRef90_A0A240C440
contig_1	cds	2964436	2965281	-	EGDEDF_02818	efeU	iron uptake transporter permease EfeU	COG:COG0672, COG:P, GO:0005381, GO:0033573, GO:0034755, KEGG:K07243, RefSeq:WP_016927330.1, SO:0001217, UniParc:UPI0002FC67B8, UniRef:UniRef100_A0A3E2EJ19, UniRef:UniRef50_Q8FJ36, UniRef:UniRef90_A0A318P7E9
contig_1	cds	2965525	2967009	-	EGDEDF_02819	putP	sodium/proline symporter PutP	COG:COG0591, COG:E, GO:0005298, GO:0006814, GO:0015824, GO:0016020, GO:0031402, GO:0055085, RefSeq:WP_015378228.1, SO:0001217, UniParc:UPI0002AF3FB7, UniRef:UniRef100_A0A0G8BEW0, UniRef:UniRef50_P45174, UniRef:UniRef90_A0A240C6M7
contig_1	cds	2967580	2971551	+	EGDEDF_02820	putA	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	COG:COG4230, COG:E, GO:0003700, GO:0003842, GO:0004657, GO:0006355, GO:0006561, GO:0016620, RefSeq:WP_049299138.1, SO:0001217, UniParc:UPI00066DBE8C, UniRef:UniRef100_UPI00066DBE8C, UniRef:UniRef50_P09546, UniRef:UniRef90_W0LI10
contig_1	cds	2971876	2972628	-	EGDEDF_02821	tcyN	L-cystine ABC transporter ATP-binding protein TcyN	COG:COG1126, COG:E, EC:7.4.2.-, GO:0003333, GO:0005524, GO:0015424, RefSeq:WP_015378232.1, SO:0001217, UniParc:UPI0002AF404B, UniRef:UniRef100_A0A5C7CL65, UniRef:UniRef50_A0A085GFJ2, UniRef:UniRef90_A0A5C7CL65
contig_1	cds	2972632	2973294	-	EGDEDF_02822	tcyL	cystine ABC transporter permease	COG:COG0765, COG:E, EC:7.4.2.-, RefSeq:WP_016927326.1, SO:0001217, UniParc:UPI0002E48C8E, UniRef:UniRef100_A0A380C5Y9, UniRef:UniRef50_P0AFT2, UniRef:UniRef90_A0A0F7HF45
contig_1	cds	2973294	2974094	-	EGDEDF_02823	tcyJ	cystine ABC transporter substrate-binding protein	COG:COG0834, COG:ET, GO:0015276, GO:0016020, RefSeq:WP_016927325.1, SO:0001217, UniParc:UPI0002D88008, UniRef:UniRef100_A0A379Z9G4, UniRef:UniRef50_A0A0F7HFJ4, UniRef:UniRef90_A0A0F7HFJ4
contig_1	cds	2974210	2975202	-	EGDEDF_02824	dcyD	D-cysteine desulfhydrase	COG:COG2515, COG:E, EC:4.4.1.15, GO:0019148, GO:0046416, RefSeq:WP_016927324.1, SO:0001217, UniParc:UPI0002EF4C41, UniRef:UniRef100_UPI00272F8AB8, UniRef:UniRef50_P76316, UniRef:UniRef90_A8GFZ8
contig_1	cds	2975328	2975837	-	EGDEDF_02825	fliZ	flagella biosynthesis regulatory protein FliZ	KEGG:K02425, RefSeq:WP_004934751.1, SO:0001217, UniParc:UPI0002AF28EB, UniRef:UniRef100_A0A0P0QG21, UniRef:UniRef50_P52629, UniRef:UniRef90_A0A0P0QG21
contig_1	cds	2975892	2976614	-	EGDEDF_02826	fliA	flagellar biosynthesis sigma factor	KEGG:K02405, RefSeq:WP_016927322.1, SO:0001217, UniParc:UPI0002D8FBB6, UniRef:UniRef100_A0A3E2EJS9, UniRef:UniRef50_P0AEM6, UniRef:UniRef90_A0AA92X5H4, VFDB:VFC0204, VFDB:VFG002319
contig_1	cds	2976797	2977852	-	EGDEDF_02827	fliC	Flagellin	GO:0005198, GO:0005576, GO:0009288, RefSeq:WP_079451512.1, SO:0001217, UniParc:UPI0009A54EE1, UniRef:UniRef100_UPI0009A54EE1, UniRef:UniRef50_P42272, UniRef:UniRef90_P13713
contig_1	cds	2978134	2979534	+	EGDEDF_02828	fliD	flagellar filament capping protein FliD	GO:0007155, GO:0009288, GO:0009421, KEGG:K02407, SO:0001217, UniRef:UniRef50_A0A076LJ66, UniRef:UniRef90_UPI00074522D9
contig_1	cds	2979561	2979971	+	EGDEDF_02829	fliS	flagellar export chaperone FliS	COG:COG1516, COG:NU, GO:0044780, KEGG:K02422, RefSeq:WP_004934758.1, SO:0001217, UniParc:UPI0002AF3FB3, UniRef:UniRef100_A0A0G8BEU9, UniRef:UniRef50_P26609, UniRef:UniRef90_A0A240C6P5
contig_1	cds	2979971	2980339	+	EGDEDF_02830	fliT	flagella biosynthesis regulatory protein FliT	GO:0006605, GO:0044780, GO:1902209, RefSeq:WP_016927319.1, SO:0001217, UniParc:UPI0002F1669B, UniRef:UniRef100_A0A3E2EJ13, UniRef:UniRef50_A8GG04, UniRef:UniRef90_A0AAP8Q0W5
contig_1	cds	2980648	2981496	+	EGDEDF_02831	araC	Urease operon transcriptional activator	COG:COG2207, COG:K, RefSeq:WP_028128106.1, SO:0001217, UniParc:UPI0003FE0039, UniRef:UniRef100_A0A3E2EJ15, UniRef:UniRef50_A0A7U0RMD6, UniRef:UniRef90_A0A349ZK09
contig_1	cds	2982569	2983498	+	EGDEDF_02832		hypothetical protein	
contig_1	cds	2983542	2984459	-	EGDEDF_02833	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, SO:0001217, UniRef:UniRef50_A0A0E3YFI1, UniRef:UniRef90_A0A656VKJ7
contig_1	cds	2984588	2985187	+	EGDEDF_02834		FMN dependent NADH:quinone oxidoreductase	SO:0001217, UniRef:UniRef50_A0A1W1JPX6, UniRef:UniRef90_A0A1Q4P194
contig_1	cds	2985238	2987256	-	EGDEDF_02835		Pectate lyase superfamily protein domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5C7CJ42, UniRef:UniRef90_A0A5C7CJ42
contig_1	cds	2987573	2987887	-	EGDEDF_02836	fliE	flagellar hook-basal body complex protein FliE	COG:COG1677, COG:N, GO:0003774, GO:0009431, GO:0071973, KEGG:K02408, RefSeq:WP_004934773.1, SO:0001217, UniParc:UPI0002AF3DB3, UniRef:UniRef100_A0A379Z7T9, UniRef:UniRef50_P0A8T5, UniRef:UniRef90_A0A1Q4P1M4
contig_1	cds	2988203	2989897	+	EGDEDF_02837	fliF	flagellar basal-body MS-ring/collar protein FliF	COG:COG1766, COG:NU, GO:0001539, GO:0005198, GO:0009431, KEGG:K02409, SO:0001217, UniRef:UniRef50_P15928, UniRef:UniRef90_A0A0H3FR09
contig_1	cds	2989894	2990886	+	EGDEDF_02838	fliG	flagellar motor switch protein FliG	COG:COG1536, COG:N, GO:0003774, GO:0006935, GO:0009288, GO:0071973, KEGG:K02410, RefSeq:WP_004934775.1, SO:0001217, UniParc:UPI0002AF2628, UniRef:UniRef100_A0A0G8BFY8, UniRef:UniRef50_Q7VYE6, UniRef:UniRef90_W0LJ94
contig_1	cds	2990879	2991583	+	EGDEDF_02839	fliH	flagellar assembly protein FliH	COG:COG1317, COG:NU, GO:0003774, GO:0009288, GO:0071973, RefSeq:WP_016927310.1, SO:0001217, UniParc:UPI00030464C3, UniRef:UniRef100_A0A3E2EIZ9, UniRef:UniRef50_P31068, UniRef:UniRef90_A0AAP8TYI4
contig_1	cds	2991583	2992944	+	EGDEDF_02840	fliI	flagellum-specific ATP synthase FliI	COG:COG1157, COG:NU, EC:7.1.2.2, GO:0016887, GO:0044780, GO:0071973, RefSeq:WP_004934781.1, SO:0001217, UniParc:UPI0002B86BA6, UniRef:UniRef100_A0A080UZL8, UniRef:UniRef50_Q9I4N1, UniRef:UniRef90_W0LDY4, VFDB:VFC0204, VFDB:VFG002331
contig_1	cds	2992966	2993412	+	EGDEDF_02841	fliJ	flagellar export protein FliJ	COG:COG2882, COG:N, GO:0003774, GO:0009288, GO:0071973, RefSeq:WP_016927309.1, SO:0001217, UniParc:UPI0002F927F1, UniRef:UniRef100_A0A3E2EJ06, UniRef:UniRef50_P0A1K1, UniRef:UniRef90_A0A1Q4P184
contig_1	cds	2993409	2994638	+	EGDEDF_02842		Flagellar hook-length control protein-like C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A087KNB4
contig_1	cds	2994804	2995289	+	EGDEDF_02843	fliL	flagellar basal body-associated protein FliL	COG:COG1580, COG:N, GO:0006935, GO:0009425, GO:0071973, KEGG:K02415, RefSeq:WP_016927307.1, SO:0001217, UniParc:UPI00031FC400, UniRef:UniRef100_A0A3E2EJ12, UniRef:UniRef50_A1JSW4, UniRef:UniRef90_A0A7S7BU54
contig_1	cds	2995295	2996299	+	EGDEDF_02844	fliM	flagellar motor switch protein FliM	COG:COG1868, COG:N, GO:0001539, GO:0009288, RefSeq:WP_004934798.1, SO:0001217, UniParc:UPI0002AF2697, UniRef:UniRef100_A0A0G8BFC4, UniRef:UniRef50_P06974, UniRef:UniRef90_D4E4W5, VFDB:VFC0204, VFDB:VFG002335
contig_1	cds	2996292	2996708	+	EGDEDF_02845	fliN	Flagellar motor switch protein FliN	COG:COG1886, COG:NU, RefSeq:WP_004934799.1, SO:0001217, UniParc:UPI0002AF3899, UniRef:UniRef100_A0A0F6KVD2, UniRef:UniRef50_P15070, UniRef:UniRef90_A0A0F6KVD2
contig_1	cds	2996708	2997112	+	EGDEDF_02846	fliO	flagellar biosynthetic protein FliO	COG:COG3190, COG:N, GO:0016020, GO:0044781, RefSeq:WP_097101832.1, SO:0001217, UniParc:UPI000BCA51DB, UniRef:UniRef100_UPI000BCA51DB, UniRef:UniRef50_A0A358L5D5, UniRef:UniRef90_A0A349ZA17
contig_1	cds	2997109	2997870	+	EGDEDF_02847	fliP	flagellar biosynthetic protein FliP	COG:COG1338, COG:N, GO:0009306, GO:0016020, KEGG:K02419, RefSeq:WP_004934802.1, SO:0001217, UniParc:UPI0002AF2136, UniRef:UniRef100_A0A1Q5WA83, UniRef:UniRef50_P0AC05, UniRef:UniRef90_A8GG18, VFDB:VFC0204, VFDB:VFG002338
contig_1	cds	2997892	2998161	+	EGDEDF_02848	fliQ	flagellar biosynthesis protein FliQ	COG:COG1987, COG:N, GO:0016020, GO:0044780, KEGG:K02420, RefSeq:WP_004934803.1, SO:0001217, UniParc:UPI0002AF2E86, UniRef:UniRef100_A0A084X444, UniRef:UniRef50_P0AC07, UniRef:UniRef90_A0A126VI72
contig_1	cds	2998164	2998946	+	EGDEDF_02849	fliR	flagellar biosynthetic protein FliR	COG:COG1684, COG:N, GO:0006605, GO:0016020, GO:0044780, KEGG:K02421, RefSeq:WP_079449843.1, SO:0001217, UniParc:UPI0009A47CAB, UniRef:UniRef100_UPI0009A47CAB, UniRef:UniRef50_P54702, UniRef:UniRef90_A0A0H3FR19
contig_1	cds	2999299	2999433	+	EGDEDF_02850	sra	stationary-phase-induced ribosome-associated protein	RefSeq:WP_087763075.1, SO:0001217, UniParc:UPI000324D0FB, UniRef:UniRef100_A0A656VL91, UniRef:UniRef50_A0A656VL91, UniRef:UniRef90_A0A656VL91
contig_1	cds	2999706	3000665	-	EGDEDF_02851	flgL	flagellar hook-associated protein FlgL	COG:COG1344, COG:N, GO:0001539, GO:0005198, GO:0009424, RefSeq:WP_016927302.1, SO:0001217, UniParc:UPI000313986E, UniRef:UniRef100_A0A349ZA21, UniRef:UniRef50_P16326, UniRef:UniRef90_A0A240C4I0
contig_1	cds	3000725	3002374	-	EGDEDF_02852	flgK	flagellar hook-associated protein FlgK	COG:COG1256, COG:N, GO:0005198, GO:0009424, GO:0044780, RefSeq:WP_016927301.1, SO:0001217, UniParc:UPI0002FFE1C1, UniRef:UniRef100_A0A3E2EIZ6, UniRef:UniRef50_P0A1J5, UniRef:UniRef90_A0A1Q4P173
contig_1	cds	3002660	3003604	-	EGDEDF_02853	flgJ	flagellar assembly peptidoglycan hydrolase FlgJ	COG:COG3951, COG:N, GO:0016798, GO:0044780, RefSeq:WP_049299127.1, SO:0001217, UniParc:UPI00066BAA4A, UniRef:UniRef100_UPI00066BAA4A, UniRef:UniRef50_P75942, UniRef:UniRef90_A0AAP6V8Y9
contig_1	cds	3003604	3004704	-	EGDEDF_02854	flgI	flagellar P-ring protein precursor FlgI	COG:COG1706, COG:N, KEGG:K02394, RefSeq:WP_004934816.1, SO:0001217, UniParc:UPI0002AF3971, UniRef:UniRef100_A0A084X438, UniRef:UniRef50_P0A6S3, UniRef:UniRef90_D4E4V6, VFDB:VFC0204, VFDB:VFG002344
contig_1	cds	3004715	3005368	-	EGDEDF_02855	flgH	flagellar L-ring protein precursor FlgH	COG:COG2063, COG:N, GO:0003774, GO:0009427, GO:0071973, KEGG:K02393, SO:0001217, UniParc:UPI0002AF3519, UniRef:UniRef100_A0A656VM93, UniRef:UniRef50_Q8ZFB2, UniRef:UniRef90_A0A0H3FR04, VFDB:VFC0204, VFDB:VFG002345
contig_1	cds	3005500	3006282	-	EGDEDF_02856	flgG	flagellar basal-body rod protein FlgG	COG:COG4786, COG:N, GO:0009426, GO:0071973, KEGG:K02392, RefSeq:WP_004934819.1, SO:0001217, UniParc:UPI0002AF278A, UniRef:UniRef100_A0A080UTX3, UniRef:UniRef50_A0A2S5THT3, UniRef:UniRef90_A0A2X3E8E7, VFDB:VFC0204, VFDB:VFG002346
contig_1	cds	3006301	3007056	-	EGDEDF_02857	flgF	Flagellar basal-body rod protein FlgF	COG:COG4787, COG:N, RefSeq:WP_016927299.1, SO:0001217, UniParc:UPI0002E63D07, UniRef:UniRef100_A0A0P0QG14, UniRef:UniRef50_P75938, UniRef:UniRef90_A0A240C5F4
contig_1	cds	3007069	3008292	-	EGDEDF_02858	flgE	flagellar hook protein FlgE	COG:COG1749, COG:N, RefSeq:WP_016927298.1, SO:0001217, UniParc:UPI0002DED9B1, UniRef:UniRef100_A0A5F0Z9Z2, UniRef:UniRef50_P75937, UniRef:UniRef90_A0A379Z7H5
contig_1	cds	3008347	3009024	-	EGDEDF_02859	flgD	flagellar hook assembly protein FlgD	COG:COG1843, COG:N, RefSeq:WP_016927297.1, SO:0001217, UniParc:UPI000315331A, UniRef:UniRef100_A0A086FKB9, UniRef:UniRef50_P75936, UniRef:UniRef90_A0A1Q4P1B3
contig_1	cds	3009037	3009441	-	EGDEDF_02860	flgC	flagellar basal-body rod protein FlgC	COG:COG1558, COG:N, GO:0030694, GO:0071973, RefSeq:WP_004934826.1, SO:0001217, UniParc:UPI0002AF3973, UniRef:UniRef100_A0A084X432, UniRef:UniRef50_P0ABX2, UniRef:UniRef90_W0LHX8, VFDB:VFC0204, VFDB:VFG002350
contig_1	cds	3009447	3009860	-	EGDEDF_02861	flgB	flagellar basal body rod protein FlgB	GO:0030694, GO:0071973, RefSeq:WP_015378256.1, SO:0001217, UniParc:UPI0002AF22F8, UniRef:UniRef100_A0A3E2EIY6, UniRef:UniRef50_P16437, UniRef:UniRef90_A0A240C3Y5
contig_1	cds	3010021	3010674	+	EGDEDF_02862	flgA	Flagella basal body P-ring formation protein FlgA	COG:COG1261, COG:N, RefSeq:WP_048795391.1, SO:0001217, UniParc:UPI000660485F, UniRef:UniRef100_A0A5C7CFR3, UniRef:UniRef50_Q56892, UniRef:UniRef90_A0A9X9C7T0
contig_1	cds	3010804	3011115	+	EGDEDF_02863	flgM	flagellar biosynthesis anti-sigma factor FlgM	COG:COG2747, COG:KN, GO:0045892, RefSeq:WP_016927295.1, SO:0001217, UniParc:UPI0003024233, UniRef:UniRef100_A0A3E2EIZ2, UniRef:UniRef50_P26477, UniRef:UniRef90_A0A0F6KVF0
contig_1	cds	3011155	3011589	+	EGDEDF_02864	flgN	Flagellar biosynthesis protein FlgN	COG:COG3418, COG:NU, KEGG:K02399, RefSeq:WP_016927294.1, SO:0001217, UniParc:UPI00030E1ED7, UniRef:UniRef100_A0A3E2EIZ5, UniRef:UniRef50_A0A7S4LXF5, UniRef:UniRef90_A0AAP8PZ69
contig_1	cds	3011819	3012193	+	EGDEDF_02865		Type II toxin-antitoxin system RelE/ParE family toxin	COG:COG4737, COG:S, RefSeq:WP_033640023.1, SO:0001217, UniParc:UPI0004E2D404, UniRef:UniRef100_A0A349ZJ77, UniRef:UniRef50_A0A656VMA2, UniRef:UniRef90_A0A656VMA2
contig_1	cds	3012186	3012488	+	EGDEDF_02866	yiaG	Antitoxin igA-2	COG:COG2944, COG:K, RefSeq:WP_015378258.1, SO:0001217, UniParc:UPI0002AF2676, UniRef:UniRef100_A0A221FRL8, UniRef:UniRef50_K6Y8U2, UniRef:UniRef90_A0A1C3HFD7
contig_1	cds	3012491	3012895	-	EGDEDF_02867	flhE	Flagellar protein FlhE	KEGG:K03516, SO:0001217, UniRef:UniRef50_A0A240C6D0, UniRef:UniRef90_A0A349ZJ75
contig_1	cds	3012895	3014973	-	EGDEDF_02868	flhA	flagellar biosynthesis protein FlhA	COG:COG1298, COG:N, GO:0016020, GO:0044780, KEGG:K02400, RefSeq:WP_021504090.1, SO:0001217, UniParc:UPI00039728CF, UniRef:UniRef100_UPI00039728CF, UniRef:UniRef50_P76298, UniRef:UniRef90_A0A068Z466
contig_1	cds	3014966	3016117	-	EGDEDF_02869	flhB	flagellar biosynthesis protein FlhB	COG:COG1377, COG:N, GO:0015031, GO:0016020, GO:0044780, RefSeq:WP_016927290.1, SO:0001217, UniParc:UPI0003101DB0, UniRef:UniRef100_UPI0003101DB0, UniRef:UniRef50_P76299, UniRef:UniRef90_A0AA92X3Q2
contig_1	cds	3016283	3016927	-	EGDEDF_02870	cheZ	protein phosphatase CheZ	COG:COG3143, COG:NT, EC:3.6.1.-, GO:0003824, GO:0050920, RefSeq:WP_004934858.1, SO:0001217, UniParc:UPI0002AF37F2, UniRef:UniRef100_A0A0U5RPV0, UniRef:UniRef50_Q7CIX9, UniRef:UniRef90_A0A7U0N4P7
contig_1	cds	3016938	3017327	-	EGDEDF_02871	cheY	chemotaxis regulatory protein CheY	COG:COG0784, COG:T, GO:0000160, GO:0005737, GO:0046872, RefSeq:WP_004934862.1, SO:0001217, UniParc:UPI0002AF3D86, UniRef:UniRef100_A0A0F6KVF8, UniRef:UniRef50_P0AE67, UniRef:UniRef90_P0AE67, VFDB:VFC0204, VFDB:VFG043206
contig_1	cds	3017430	3018479	-	EGDEDF_02872	cheB	chemotaxis-specific methylesterase CheB	COG:COG2201, COG:T, RefSeq:WP_016927288.1, SO:0001217, UniParc:UPI0002F7F34F, UniRef:UniRef100_UPI0002F7F34F, UniRef:UniRef50_P07330, UniRef:UniRef90_A0A5Q2VGL2, VFDB:VFC0204, VFDB:VFG043207
contig_1	cds	3018479	3019309	-	EGDEDF_02873	cheR	protein-glutamate O-methyltransferase CheR	COG:COG1352, COG:T, EC:2.1.1.80, GO:0008757, SO:0001217, UniParc:UPI0002AF38B4, UniRef:UniRef100_A0A086FKD3, UniRef:UniRef50_P07364, UniRef:UniRef90_A0A240C4M8
contig_1	cds	3019389	3021005	-	EGDEDF_02874	tar	Dipeptide chemoreceptor protein	COG:COG0840, COG:T, KEGG:K05877, RefSeq:WP_016927287.1, SO:0001217, UniParc:UPI0002F0C204, UniRef:UniRef100_UPI0002F0C204, UniRef:UniRef50_P21822, UniRef:UniRef90_A0AAN2R6Y4
